"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-11","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","978.0","","","","1"
"2015-12","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","961.3","","","","1"
"2016-01","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","948.7","","","","1"
"2016-02","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","936.0","","","","1"
"2016-03","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","936.3","","","","1"
"2016-04","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","940.3","","","","1"
"2016-05","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","931.0","","","","1"
"2016-06","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","919.5","","","","1"
"2016-07","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","913.1","","","","1"
"2016-08","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","914.1","","","","1"
"2016-09","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","925.7","","","","1"
"2016-10","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","934.4","","","","1"
"2016-11","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","945.9","","","","1"
"2016-12","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","942.2","","","","1"
"2017-01","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","931.0","","","","1"
"2017-02","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","919.7","","","","1"
"2017-03","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","918.0","","","","1"
"2017-04","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","923.5","","","","1"
"2017-05","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","941.6","","","","1"
"2017-06","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","961.1","","","","1"
"2017-07","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","980.1","","","","1"
"2017-08","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","974.1","","","","1"
"2017-09","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","974.0","","","","1"
"2017-10","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","970.9","","","","1"
"2017-11","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","985.5","","","","1"
"2017-12","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","994.8","","","","1"
"2018-01","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1006.3","","","","1"
"2018-02","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1013.6","","","","1"
"2018-03","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1006.1","","","","1"
"2018-04","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","994.3","","","","1"
"2018-05","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","979.0","","","","1"
"2018-06","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","980.3","","","","1"
"2018-07","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","992.1","","","","1"
"2018-08","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1011.8","","","","1"
"2018-09","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1033.2","","","","1"
"2018-10","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1055.0","","","","1"
"2018-11","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1070.0","","","","1"
"2018-12","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1072.6","","","","1"
"2019-01","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1068.5","","","","1"
"2019-02","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1060.2","","","","1"
"2019-03","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1049.8","","","","1"
"2019-04","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1038.7","","","","1"
"2019-05","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1039.2","","","","1"
"2019-06","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1045.1","","","","1"
"2019-07","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1050.3","","","","1"
"2019-08","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1052.7","","","","1"
"2019-09","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1052.4","","","","1"
"2019-10","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1066.3","","","","1"
"2019-11","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1078.8","","","","1"
"2019-12","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1089.8","","","","1"
"2020-01","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1112.0","","","","1"
"2020-02","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1139.9","","","","1"
"2020-03","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1153.9","","","","1"
"2020-04","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1130.0","","","","1"
"2020-05","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1093.4","","","","1"
"2020-06","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1053.1","","","","1"
"2020-07","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","1011.8","","","","1"
"2020-08","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","965.8","","","","1"
"2020-09","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","920.8","","","","1"
"2020-10","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","907.8","","","","1"
